,O3 (ppb),CO (ppm),SO2 (μg/m³),NO2 (μg/m³),PM2.5 (μg/m³),PM10 (μg/m³),Polluted
3715,113,0.2,121,97,61,33,1
3716,53,0.9,17,12,12,18,0
3717,118,0.9,30,37,52,12,0
3718,108,0.7,77,28,45,78,1
3719,101,0.5,15,32,78,71,0
3720,58,0.5,70,107,58,31,1
3721,108,0.4,144,106,17,98,1
3722,88,0.6,16,111,28,44,1
3723,77,0.4,104,12,51,37,0
3724,95,0.2,43,77,49,65,1
3725,34,0.9,117,17,16,46,0
3726,55,0.8,49,87,53,86,1
3727,115,0.7,97,12,20,54,1
3728,18,0.4,81,129,71,80,1
3729,95,0.3,83,15,22,86,1
3730,85,0.3,31,10,78,54,0
3731,18,0.0,36,68,25,24,0
3732,33,0.7,95,65,98,29,1
3733,113,0.1,47,19,85,62,1
3734,30,0.8,34,56,94,79,1
3735,117,0.2,15,110,64,38,0
3736,40,0.5,69,127,25,54,1
3737,97,0.4,135,99,53,25,1
3738,124,0.9,61,36,35,87,1
3739,26,0.6,49,43,29,44,0
3740,14,0.5,59,60,79,10,0
3741,59,0.2,113,17,29,91,1
3742,121,0.3,6,51,30,81,1
3743,111,0.4,78,119,58,12,1
3744,56,0.7,5,126,34,23,1
3745,81,0.1,145,98,29,9,1
3746,66,0.6,123,14,77,57,1
3747,74,0.5,10,19,52,43,0
3748,103,0.7,113,83,86,69,1
3749,104,0.3,72,96,65,60,1
3750,59,0.9,107,35,41,35,1
3751,55,0.2,49,108,46,73,1
3752,58,0.1,14,61,98,71,1
3753,80,0.2,82,12,41,19,0
3754,107,0.5,72,25,11,75,0
3755,13,0.7,86,35,48,97,1
3756,82,1.0,80,48,3,35,0
3757,35,0.9,40,43,93,53,1
3758,45,0.8,48,100,92,69,1
3759,64,0.8,137,111,77,35,1
3760,80,0.5,55,46,32,86,1
3761,97,0.9,122,20,79,48,1
3762,87,0.2,80,79,68,7,1
3763,112,0.0,87,61,50,28,1
3764,47,0.9,19,121,19,18,0
3765,112,0.7,146,61,24,61,1
3766,125,0.2,41,74,54,27,1
3767,96,0.7,134,41,83,72,1
3768,66,0.9,31,113,82,45,1
3769,44,0.4,49,125,86,61,1
3770,7,0.4,48,68,84,39,0
3771,48,0.6,128,112,55,100,1
3772,42,0.1,135,11,29,87,0
3773,28,0.7,73,76,79,30,1
3774,102,0.8,35,70,64,80,1
3775,86,0.6,104,22,9,12,0
3776,43,0.3,74,23,53,70,0
3777,109,0.7,141,19,86,56,1
3778,114,0.6,122,37,19,21,0
3779,75,0.6,149,97,52,40,1
3780,6,0.8,145,42,25,21,0
3781,104,0.4,87,64,18,90,1
3782,62,0.6,38,64,75,77,1
3783,20,0.5,48,23,91,91,0
3784,75,0.1,117,64,11,80,1
3785,61,0.1,48,75,61,95,1
3786,45,0.6,37,96,33,84,1
3787,57,0.3,25,111,32,72,1
3788,123,0.1,69,74,92,25,1
3789,57,0.4,87,130,93,93,1
3790,47,0.8,128,51,84,61,1
3791,11,0.4,13,125,61,46,0
3792,112,0.7,10,19,37,89,1
3793,6,0.9,109,119,47,51,1
3794,60,0.7,113,78,53,54,1
3795,22,0.4,93,112,93,86,1
3796,28,0.9,27,107,22,37,0
3797,80,0.5,91,76,41,17,1
3798,95,0.8,97,19,48,62,1
3799,58,0.1,23,127,31,82,1
3800,124,1.0,131,30,22,65,1
3801,69,0.2,60,113,58,39,1
3802,29,0.4,87,20,77,22,0
3803,31,0.3,79,112,42,100,1
3804,30,0.6,49,59,31,72,1
3805,22,0.4,96,129,7,42,0
3806,100,0.5,28,11,20,94,0
3807,82,0.7,56,10,49,74,1
3808,80,0.4,141,13,28,68,1
3809,14,0.9,101,68,87,71,1
3810,114,0.2,11,60,39,33,0
3811,75,0.1,133,120,34,21,1
3812,86,0.7,46,68,98,64,1
3813,95,0.9,10,90,63,66,1
3814,36,0.3,58,74,90,56,1
3815,110,0.1,124,21,51,85,1
3816,112,0.9,147,88,25,98,1
3817,80,0.9,78,99,27,69,1
3818,87,1.0,37,37,63,28,1
3819,12,0.9,130,59,30,85,1
3820,119,0.2,139,71,71,58,1
3821,79,1.0,146,93,25,16,1
3822,64,0.5,133,54,8,22,0
3823,45,0.9,134,15,67,69,1
3824,119,0.8,104,48,56,51,1
3825,113,0.6,64,71,94,38,1
3826,71,0.0,48,105,38,92,1
3827,95,0.1,137,63,51,23,1
3828,123,1.0,115,73,30,31,1
3829,25,0.3,12,49,70,100,0
3830,37,0.3,126,62,60,14,0
3831,52,0.2,138,35,41,58,1
3832,47,1.0,48,48,93,13,0
3833,33,0.7,75,46,6,74,0
3834,64,0.4,108,63,14,70,1
3835,90,0.6,38,77,40,13,1
3836,90,0.5,21,43,88,65,0
3837,66,0.8,5,63,15,94,1
3838,33,0.3,5,63,36,66,0
3839,80,0.2,104,122,17,88,1
3840,54,0.7,113,101,79,13,1
3841,99,0.7,75,74,64,54,1
3842,18,0.9,142,86,84,78,1
3843,20,0.8,112,93,90,82,1
3844,72,0.0,15,66,58,73,1
3845,5,0.3,60,37,50,29,0
3846,53,0.8,78,78,33,97,1
3847,105,0.5,52,77,25,70,1
3848,38,0.8,76,28,69,72,1
3849,83,0.5,136,105,11,49,1
3850,61,0.4,33,28,37,82,0
3851,118,0.5,46,123,92,8,1
3852,110,0.4,104,100,46,62,1
3853,99,0.8,55,89,60,77,1
3854,78,0.2,61,109,68,91,1
3855,20,0.9,62,120,82,46,1
3856,95,0.3,105,48,39,10,0
3857,112,0.6,70,93,36,43,1
3858,24,0.2,76,29,40,11,0
3859,55,0.1,15,81,93,72,1
3860,39,0.3,134,42,27,94,0
3861,118,0.2,44,67,68,36,1
3862,14,0.6,105,22,85,32,0
3863,117,0.8,17,91,55,41,1
3864,103,0.7,34,77,85,97,1
3865,48,1.0,86,32,33,35,0
3866,7,0.1,150,29,37,61,0
3867,45,0.8,58,93,82,58,1
3868,61,0.3,19,107,94,82,1
3869,112,0.2,95,80,71,85,1
3870,68,0.8,145,114,77,48,1
3871,39,0.9,10,11,65,98,0
3872,86,0.3,64,52,77,26,1
3873,107,0.3,117,57,70,9,1
3874,88,0.9,69,22,59,26,1
3875,77,0.9,135,105,60,79,1
3876,86,0.3,62,114,64,6,1
3877,27,0.1,45,21,93,17,0
3878,36,0.1,42,126,15,77,0
3879,113,0.5,19,65,63,25,0
3880,74,0.7,25,127,96,47,1
3881,11,0.0,149,37,93,50,0
3882,14,0.8,14,17,58,44,0
3883,81,0.5,112,111,25,90,1
3884,5,0.8,104,37,88,47,1
3885,78,0.3,68,81,37,89,1
3886,51,0.0,10,41,47,24,0
3887,110,0.9,139,118,59,78,1
3888,96,0.2,6,91,90,49,1
3889,32,0.9,20,90,97,27,0
3890,66,0.4,67,62,42,11,1
3891,96,0.2,63,56,7,68,1
3892,56,0.6,71,112,22,18,1
3893,52,0.8,84,29,14,86,1
3894,11,0.9,100,98,16,72,1
3895,118,0.3,66,10,5,47,0
3896,48,0.4,145,77,47,90,1
3897,86,0.7,80,26,9,45,0
3898,120,0.8,142,58,45,100,1
3899,39,0.6,67,63,26,5,1
3900,106,0.4,127,19,36,55,1
3901,10,0.1,16,52,10,64,0
3902,35,0.6,30,67,72,36,0
3903,95,0.6,56,100,71,28,1
3904,8,0.1,136,14,24,48,0
3905,44,0.3,53,72,94,81,1
3906,99,0.4,20,24,94,66,0
3907,51,0.4,129,97,57,88,1
3908,97,0.3,16,87,67,62,1
3909,113,0.7,7,25,90,96,1
3910,87,0.2,121,92,26,80,1
3911,51,0.1,83,82,56,10,1
3912,93,0.6,97,86,24,11,1
3913,15,0.2,72,100,87,33,0
3914,95,0.9,100,18,31,16,1
3915,72,0.3,32,30,20,74,0
3916,72,0.5,122,107,63,18,1
3917,54,0.1,58,62,59,40,1
3918,88,0.6,31,70,37,93,1
3919,49,0.7,90,85,18,70,1
3920,93,0.1,81,77,89,83,1
3921,99,0.4,138,118,54,17,1
3922,47,0.0,37,41,78,92,0
3923,68,0.0,125,114,32,13,1
3924,8,0.1,87,93,32,39,0
3925,9,0.1,17,119,26,42,0
3926,37,0.3,46,60,38,84,1
3927,86,0.2,19,83,17,100,0
3928,10,1.0,99,33,56,37,0
3929,93,1.0,122,58,82,60,1
3930,85,0.6,23,58,34,54,1
3931,105,0.7,19,106,5,30,0
3932,121,0.7,75,90,39,46,1
3933,113,0.1,38,122,43,95,1
3934,84,0.7,108,67,76,14,1
3935,67,0.3,89,114,33,21,1
3936,85,0.5,36,75,72,24,1
3937,60,0.4,19,89,79,28,0
3938,33,0.8,71,39,57,7,0
3939,41,0.9,47,29,52,16,0
3940,11,0.7,18,39,7,76,0
3941,102,0.7,33,17,46,45,0
3942,125,0.8,76,81,49,22,1
3943,125,0.9,114,68,53,28,1
3944,46,0.1,106,27,12,38,0
3945,115,0.6,149,34,51,61,1
3946,104,0.8,83,72,4,52,1
3947,61,0.1,53,10,49,68,1
3948,124,0.8,112,125,79,5,1
3949,38,0.2,67,60,44,65,1
3950,11,0.1,142,87,30,85,1
3951,107,0.5,136,125,72,80,1
3952,103,0.7,119,32,13,72,1
3953,34,0.3,66,34,59,81,0
3954,109,0.8,69,59,44,45,1
3955,38,0.8,19,68,60,87,1
3956,111,0.7,144,24,92,52,1
3957,70,0.6,131,97,10,71,1
3958,17,0.0,146,38,91,28,0
3959,105,0.2,60,87,52,10,1
3960,88,0.3,38,88,12,41,0
3961,19,0.1,44,14,47,35,0
3962,13,0.5,28,52,52,81,0
3963,111,0.6,71,22,22,60,1
3964,34,1.0,121,66,39,96,1
3965,96,0.3,10,124,30,48,1
3966,40,0.3,133,30,69,27,0
3967,78,0.7,78,60,21,19,1
3968,65,0.2,32,102,82,31,0
3969,6,0.1,8,17,80,81,0
3970,71,0.9,83,83,52,54,1
3971,40,0.8,60,76,57,9,1
3972,26,0.6,24,12,23,7,0
3973,122,0.2,101,101,31,7,1
3974,32,0.1,113,30,12,60,0
3975,8,0.7,65,69,15,5,0
3976,55,0.7,69,32,67,87,1
3977,116,0.0,23,123,65,8,0
3978,34,0.7,31,124,50,20,0
3979,26,0.2,148,26,56,95,0
3980,68,0.0,26,103,69,31,0
3981,55,0.3,11,58,80,58,1
3982,69,0.9,108,45,24,60,1
3983,31,0.6,103,34,88,11,0
3984,104,0.1,139,83,82,52,1
3985,72,0.1,44,25,16,35,0
3986,87,0.9,125,48,24,36,1
3987,16,0.4,37,118,35,8,0
3988,8,0.3,108,119,94,14,0
3989,35,0.3,100,68,25,37,0
3990,79,0.3,137,16,14,11,0
3991,115,0.2,94,46,60,33,0
3992,94,0.1,24,94,36,58,1
3993,117,0.2,42,45,91,28,0
3994,47,0.1,147,64,99,18,0
3995,116,0.6,72,112,63,9,1
3996,117,0.6,70,105,65,10,1
3997,114,0.8,109,115,38,85,1
3998,122,0.4,121,49,73,81,1
3999,122,0.1,116,20,37,58,1
4000,83,0.1,83,85,77,31,1
4001,97,0.4,41,123,45,81,1
4002,16,0.8,118,88,80,60,1
4003,48,0.2,57,128,49,23,0
4004,57,0.7,70,114,16,60,1
4005,57,0.6,109,100,68,31,1
4006,81,0.6,21,63,57,75,1
4007,106,0.3,129,42,75,76,1
4008,47,0.3,6,71,71,95,0
4009,45,0.1,92,47,12,49,0
4010,47,0.8,58,47,74,65,1
4011,76,0.9,108,12,77,48,1
4012,119,0.6,14,25,89,92,1
4013,103,0.1,15,61,20,73,0
4014,93,0.5,117,13,47,73,1
4015,78,1.0,31,79,59,7,1
4016,106,0.2,127,88,71,99,1
4017,73,1.0,74,71,63,44,1
4018,35,0.3,39,115,52,74,1
4019,84,0.9,22,121,75,56,1
4020,21,0.5,45,14,39,77,0
4021,108,0.7,61,77,82,10,1
4022,25,0.7,58,79,28,62,1
4023,103,0.6,66,52,65,21,1
4024,48,0.7,139,43,24,17,0
4025,63,0.5,147,50,16,32,0
4026,98,0.8,55,38,40,59,1
4027,14,0.7,110,98,34,34,1
4028,16,1.0,80,97,64,24,1
4029,35,0.3,22,105,52,20,0
4030,113,0.2,28,105,89,71,1
4031,16,0.9,21,105,11,86,0
4032,16,0.1,35,34,41,45,0
4033,44,0.9,83,37,14,97,0
4034,70,0.8,8,121,11,58,1
4035,90,0.6,52,48,9,85,1
4036,32,0.6,144,22,12,64,0
4037,6,0.7,85,128,38,6,1
4038,50,0.4,104,25,45,27,0
4039,71,0.2,55,56,51,38,1
4040,26,0.5,67,93,21,13,0
4041,12,0.7,114,67,81,34,1
4042,113,0.2,121,55,33,46,1
4043,115,0.4,100,122,95,56,1
4044,80,0.9,88,35,56,68,1
4045,18,0.8,43,77,82,82,1
4046,14,0.7,39,30,20,16,0
4047,20,0.8,83,119,96,100,1
4048,124,0.4,100,37,84,33,0
4049,116,0.9,143,53,4,92,1
4050,52,0.6,128,53,96,68,1
4051,74,0.8,87,104,41,100,1
4052,9,0.7,96,99,24,77,1
4053,44,0.7,106,95,64,28,1
4054,34,0.5,23,87,59,30,0
4055,79,0.2,29,119,73,40,0
4056,105,0.5,57,45,93,47,1
4057,41,0.4,18,18,42,32,0
4058,109,0.1,99,31,33,93,1
4059,67,0.1,73,127,14,45,0
4060,93,0.4,47,95,30,60,1
4061,60,1.0,60,42,96,45,1
4062,20,0.4,48,48,72,21,0
4063,121,0.5,142,73,6,15,0
4064,81,0.3,140,24,39,53,1
4065,28,0.3,137,76,53,93,1
4066,74,0.6,135,45,61,48,1
4067,31,0.5,47,74,88,96,1
4068,102,0.5,87,94,56,27,1
4069,51,0.6,144,107,7,14,1
4070,70,0.9,98,16,74,64,1
4071,6,0.2,116,38,47,70,0
4072,18,0.3,112,130,6,49,0
4073,102,0.9,46,62,21,28,1
4074,39,0.7,6,72,81,39,0
4075,24,0.4,105,60,16,10,0
4076,101,0.0,104,34,87,51,1
4077,94,0.7,17,125,13,37,0
4078,54,0.7,38,96,27,60,1
4079,115,0.5,57,84,79,71,1
4080,69,1.0,61,107,8,97,1
4081,35,0.2,50,126,30,50,1
4082,25,0.2,96,107,67,12,0
4083,117,0.5,60,86,6,84,1
4084,81,0.7,116,107,50,5,1
4085,20,0.7,115,33,62,71,1
4086,76,0.5,43,103,68,79,1
4087,95,0.2,101,59,9,44,0
4088,29,1.0,96,95,88,72,1
4089,49,0.2,90,60,70,76,1
4090,101,0.9,129,70,6,39,1
4091,8,0.8,122,113,49,17,1
4092,29,0.6,50,57,76,54,1
4093,15,0.4,115,84,89,40,0
4094,31,0.0,74,100,17,56,0
4095,25,0.0,16,62,65,71,0
4096,13,0.6,149,26,60,21,0
4097,5,0.9,90,62,7,12,0
4098,108,0.2,57,47,36,91,1
4099,19,0.7,76,53,16,56,1
4100,32,0.5,120,85,47,44,0
4101,55,0.4,42,40,84,29,0
4102,50,0.9,30,116,34,67,1
4103,6,1.0,57,31,18,45,0
4104,32,0.6,60,87,16,78,1
4105,56,0.4,36,49,75,15,0
4106,19,0.5,80,78,65,17,0
4107,113,0.3,118,126,54,72,1
4108,18,0.3,80,38,90,13,0
4109,44,0.4,101,30,22,60,0
4110,95,0.0,47,87,26,67,1
4111,47,0.5,104,122,86,17,0
4112,26,0.1,137,32,50,38,0
4113,77,0.9,137,36,6,56,1
4114,112,0.1,6,63,44,89,1
4115,11,0.8,129,40,64,70,1
4116,118,0.9,68,16,67,20,1
4117,84,0.8,55,33,56,61,1
4118,73,0.4,20,126,15,59,0
4119,35,0.6,24,127,65,62,1
4120,20,0.8,125,109,74,85,1
4121,71,0.7,127,86,47,88,1
4122,10,0.8,127,38,38,13,0
4123,120,0.1,34,76,66,25,0
4124,111,0.1,96,99,31,34,1
4125,29,0.1,125,44,18,62,0
4126,26,0.7,69,45,74,15,0
4127,42,0.8,119,31,79,29,0
4128,83,0.5,58,15,86,42,0
4129,16,0.2,24,107,74,77,0
4130,33,0.9,89,113,59,50,1
4131,113,0.0,139,29,88,5,0
4132,74,0.2,94,74,67,38,1
4133,91,0.2,78,77,19,27,0
4134,99,0.0,88,126,69,86,1
4135,98,0.5,134,123,26,100,1
4136,68,0.0,123,31,58,27,0
4137,66,0.4,25,127,89,11,0
4138,119,0.5,30,23,9,19,0
4139,33,0.2,89,121,77,56,1
4140,53,0.1,108,89,63,80,1
4141,38,0.4,16,98,88,79,0
4142,47,0.0,17,50,77,79,0
4143,86,0.6,15,47,84,67,1
4144,80,0.1,19,64,39,28,0
4145,11,0.4,24,41,46,64,0
4146,67,0.8,132,72,39,46,1
4147,83,0.8,65,20,71,99,1
4148,63,0.3,19,32,20,10,0
4149,119,0.4,28,62,99,84,1
4150,98,0.2,74,98,33,50,1
4151,54,0.7,70,113,4,13,1
4152,125,0.7,112,114,85,76,1
4153,51,0.4,5,12,64,90,0
4154,34,0.5,134,82,81,30,0
4155,33,0.3,39,27,8,27,0
4156,11,0.9,56,51,41,13,1
4157,10,0.7,123,81,30,86,1
4158,76,1.0,37,33,5,57,1
4159,85,0.2,11,66,69,91,1
4160,93,0.9,148,110,87,27,1
4161,41,0.7,134,94,20,51,1
4162,24,0.7,142,11,53,22,0
4163,64,0.4,34,11,46,7,0
4164,58,0.4,80,88,69,94,1
4165,62,0.1,143,117,81,21,1
4166,125,0.1,86,78,89,35,1
4167,78,0.3,140,39,46,94,1
4168,24,0.7,63,34,15,5,0
4169,36,0.9,104,86,12,9,0
4170,40,0.0,130,116,43,66,1
4171,13,1.0,54,94,42,84,1
4172,89,0.2,10,67,18,62,0
4173,90,0.7,134,128,74,58,1
4174,7,0.4,44,52,3,68,0
4175,86,0.9,12,34,30,29,0
4176,52,0.4,51,43,17,76,0
4177,87,0.0,141,44,40,72,1
4178,30,0.9,111,41,80,13,0
4179,5,0.9,91,65,83,86,1
4180,106,0.7,24,103,35,38,1
4181,77,0.7,66,13,52,50,1
4182,112,0.4,30,62,58,63,1
4183,73,0.8,85,40,44,42,1
4184,45,0.2,126,105,89,69,1
4185,6,0.7,93,111,80,60,1
4186,47,0.5,67,75,94,27,0
4187,106,0.5,91,127,85,43,1
4188,17,0.3,68,14,23,13,0
4189,20,0.3,43,89,75,63,1
4190,15,0.5,30,79,30,28,0
4191,13,0.4,15,125,6,72,0
4192,97,0.9,48,126,39,87,1
4193,122,0.5,94,42,91,70,1
4194,58,0.2,70,38,29,28,0
4195,93,0.1,84,22,17,47,0
4196,79,0.2,136,125,63,59,1
4197,67,0.7,108,53,20,29,1
4198,83,0.1,142,40,86,79,1
4199,114,0.9,74,103,84,37,1
4200,118,0.5,80,44,5,66,0
4201,75,0.1,37,22,23,39,0
4202,114,0.3,53,69,68,94,1
4203,74,0.6,149,33,70,10,1
4204,71,0.3,58,19,38,62,1
4205,71,0.5,126,23,52,70,1
4206,80,0.4,108,57,51,85,1
4207,98,0.3,113,127,87,26,1
4208,111,0.9,17,57,73,42,1
4209,90,0.9,97,91,90,10,1
4210,22,0.6,33,32,19,21,0
4211,83,0.4,28,18,49,22,0
4212,67,0.7,52,73,39,47,1
4213,6,0.9,97,91,8,55,1
4214,98,1.0,110,105,53,62,1
4215,33,0.7,31,50,13,93,0
4216,55,0.6,78,51,68,98,1
4217,55,0.5,62,66,72,8,1
4218,11,0.6,18,79,8,98,0
4219,46,0.6,46,29,82,81,1
4220,109,0.3,105,101,25,15,1
4221,55,0.2,136,82,49,88,1
4222,5,0.2,45,73,38,15,0
4223,15,0.3,23,44,43,40,0
4224,56,0.2,21,24,62,79,0
4225,39,0.1,68,126,89,46,1
4226,24,0.7,41,99,6,13,0
4227,6,0.2,25,51,17,57,0
4228,16,0.6,95,79,47,22,1
4229,81,0.6,110,47,97,59,1
4230,121,0.1,71,83,83,85,1
4231,49,0.9,117,39,26,72,1
4232,10,0.1,143,31,98,99,0
4233,55,0.0,134,125,9,68,1
4234,41,0.5,62,56,18,11,0
4235,119,0.6,80,66,53,30,1
4236,69,0.3,120,33,57,51,1
4237,121,0.2,136,75,77,96,1
4238,117,0.1,135,76,25,59,1
4239,36,0.6,118,26,3,95,0
4240,87,0.7,5,53,12,54,1
4241,113,0.4,140,50,82,17,0
4242,79,0.7,102,83,55,10,1
4243,13,0.0,90,101,13,8,0
4244,10,0.4,90,117,83,65,1
4245,98,0.6,108,128,74,96,1
4246,110,0.2,53,93,69,98,1
4247,53,0.4,129,68,91,99,1
4248,19,0.6,88,55,35,99,1
4249,117,0.8,66,109,3,76,1
4250,50,0.6,143,113,7,81,1
4251,102,0.8,33,63,53,83,1
4252,45,0.3,17,81,16,27,0
4253,113,0.2,117,129,63,30,1
4254,39,0.6,105,70,90,55,1
4255,49,0.5,76,65,93,25,0
4256,18,0.3,99,130,99,37,0
4257,99,0.8,147,15,31,64,1
4258,114,0.4,78,24,60,67,1
4259,29,0.4,101,37,71,61,0
4260,37,0.0,131,61,43,56,1
4261,25,0.4,143,107,94,28,0
4262,32,0.7,129,21,11,62,0
4263,56,0.2,61,111,98,92,1
4264,17,0.3,77,40,41,22,0
4265,50,0.4,116,22,36,12,0
4266,65,0.4,45,11,64,65,1
4267,53,0.9,92,90,67,62,1
4268,9,0.7,10,25,62,50,0
4269,117,0.7,85,61,72,43,1
4270,80,0.8,91,103,87,95,1
4271,106,0.1,64,108,50,100,1
4272,22,1.0,145,74,13,93,1
4273,34,0.5,38,48,70,85,0
4274,47,0.8,51,56,10,62,1
4275,106,0.6,107,66,39,31,1
4276,40,0.8,137,102,14,52,1
4277,54,0.9,45,25,72,91,1
4278,99,0.4,29,39,39,85,0
4279,21,1.0,12,112,13,86,0
4280,17,0.9,10,62,68,28,0
4281,114,0.1,68,10,21,86,1
4282,77,0.1,10,72,58,33,0
4283,114,0.9,114,32,63,83,1
4284,73,0.3,43,30,4,81,0
4285,40,0.2,98,75,54,41,0
4286,88,0.3,82,118,77,64,1
4287,46,0.0,116,56,17,42,0
4288,76,0.1,124,63,11,51,1
4289,19,0.0,121,48,59,32,0
4290,26,0.3,65,41,96,87,0
4291,110,0.7,19,126,59,51,1
4292,54,0.5,41,28,78,74,1
4293,103,0.7,125,56,95,87,1
4294,73,0.2,50,45,96,45,0
4295,125,0.6,90,116,81,52,1
4296,50,1.0,131,26,87,6,0
4297,76,0.8,64,79,68,67,1
4298,13,0.1,45,52,52,81,1
4299,53,0.7,69,37,35,14,1
4300,40,0.6,23,38,18,36,0
4301,25,0.0,41,70,45,79,1
4302,80,0.8,121,87,38,27,1
4303,51,1.0,145,61,64,49,1
4304,28,0.7,89,54,55,73,1
4305,111,0.7,29,89,95,6,1
4306,15,0.6,42,125,92,77,1
4307,109,0.6,101,70,78,41,1
4308,19,0.7,90,78,36,60,1
4309,41,0.6,41,104,44,31,1
4310,19,0.5,120,20,76,81,0
4311,56,0.9,106,24,52,25,1
4312,19,0.7,18,71,79,94,1
4313,95,0.4,71,38,84,73,1
4314,52,0.4,26,42,43,62,0
4315,38,0.8,146,99,53,9,1
4316,100,0.2,56,40,73,64,1
4317,17,0.4,92,16,7,31,0
4318,26,0.4,144,125,70,74,1
4319,18,0.0,61,101,19,39,0
4320,118,0.2,128,113,74,77,1
4321,27,0.0,11,17,78,28,0
4322,25,0.7,95,66,41,46,1
4323,87,0.2,120,111,70,84,1
4324,51,0.6,24,42,82,97,1
4325,87,0.8,141,19,38,9,1
4326,113,0.9,149,42,9,95,1
4327,55,0.5,133,91,17,24,0
4328,39,0.2,119,98,98,51,1
4329,99,0.3,80,80,96,5,1
4330,49,0.3,99,72,38,71,1
4331,26,0.4,141,45,86,80,0
4332,85,0.8,44,84,24,78,1
4333,37,0.8,34,31,19,23,0
4334,80,0.9,133,46,73,54,1
4335,124,0.1,71,95,50,58,1
4336,51,0.9,131,115,46,46,1
4337,32,0.6,62,67,36,17,1
4338,56,0.3,6,83,25,51,1
4339,123,0.9,16,13,44,63,1
4340,22,0.9,109,69,51,35,1
4341,111,1.0,96,29,4,45,0
4342,84,0.8,141,118,26,18,1
4343,35,1.0,129,75,76,82,1
4344,89,0.1,57,31,97,56,1
4345,18,0.7,97,13,13,69,0
4346,28,0.7,120,31,20,75,0
4347,24,0.5,106,125,25,86,1
4348,111,0.8,146,75,60,47,1
4349,105,0.7,145,83,99,41,1
4350,80,1.0,64,107,23,15,1
4351,75,0.6,67,24,14,55,1
4352,98,0.8,12,108,55,56,1
4353,44,0.7,60,49,99,91,1
4354,82,0.6,110,116,58,87,1
4355,14,0.9,115,110,11,18,0
4356,80,0.1,40,76,4,67,1
4357,82,0.9,148,91,55,42,1
4358,24,0.9,140,43,76,47,1
4359,83,0.2,134,96,55,74,1
4360,25,0.1,62,51,28,60,1
4361,84,0.8,145,103,7,27,1
4362,15,0.6,114,108,74,98,1
4363,59,0.2,148,56,70,95,1
4364,25,0.9,14,24,88,6,0
4365,11,0.8,58,111,3,16,0
4366,111,0.0,9,99,8,53,0
4367,32,0.2,76,111,40,47,1
4368,31,0.1,34,56,65,46,0
4369,58,0.5,93,50,57,32,0
4370,110,0.1,36,127,55,90,1
4371,93,0.2,79,106,12,40,0
4372,115,0.9,132,19,69,16,1
4373,17,0.1,92,66,5,24,0
4374,85,0.4,75,38,10,28,0
4375,119,0.5,108,31,95,35,0
4376,122,0.4,61,112,82,85,1
4377,52,0.1,57,78,46,16,1
4378,109,0.4,79,105,12,44,0
4379,37,0.9,15,10,49,13,0
4380,120,0.8,77,107,30,70,1
4381,69,0.6,65,13,96,51,1
4382,89,0.8,38,117,84,98,1
4383,109,0.1,89,33,73,35,0
4384,80,0.8,135,120,55,61,1
4385,114,1.0,25,52,26,39,1
4386,28,0.1,24,19,6,71,0
4387,32,0.3,38,66,12,37,0
4388,47,0.6,80,97,54,64,1
4389,113,0.2,145,32,71,60,1
4390,107,0.5,26,92,91,38,0
4391,98,0.5,62,14,36,79,1
4392,36,0.4,130,27,46,41,0
4393,62,0.2,149,106,50,11,1
4394,124,0.8,69,113,16,65,1
4395,55,0.9,28,52,69,68,1
4396,39,0.3,127,74,43,69,1
4397,31,0.8,112,58,75,58,1
4398,40,0.7,138,40,89,72,1
4399,85,0.3,68,129,70,34,1
4400,90,0.5,76,77,64,55,1
4401,10,0.7,132,110,21,50,1
4402,28,0.7,91,108,35,62,1
4403,58,0.9,16,29,55,81,1
4404,28,0.0,20,126,78,88,0
4405,18,0.0,128,72,38,23,0
4406,67,0.5,103,78,26,30,1
4407,96,0.9,115,67,50,54,1
4408,107,0.8,66,55,60,7,1
4409,57,0.7,91,58,60,78,1
4410,76,0.2,62,62,26,94,1
4411,109,0.9,48,64,11,82,1
4412,44,0.7,100,37,96,42,0
4413,70,0.3,59,76,28,18,1
4414,13,0.4,64,76,52,73,1
4415,117,0.6,71,69,28,34,1
4416,88,0.5,54,121,18,74,1
4417,16,0.4,112,47,48,82,0
4418,84,0.2,28,11,90,10,0
4419,28,0.6,74,127,79,54,1
4420,10,0.2,29,52,92,69,0
4421,98,0.2,98,93,3,76,1
4422,88,0.4,5,24,85,6,0
4423,86,0.2,111,120,74,33,1
4424,121,0.6,39,114,99,37,1
4425,116,0.4,106,21,72,37,0
4426,119,0.0,109,20,33,14,0
4427,7,0.0,84,72,56,71,1
4428,117,0.9,58,16,52,80,1
4429,35,0.1,123,31,10,49,0
4430,83,0.9,92,31,71,74,1
4431,86,1.0,118,126,87,74,1
4432,27,0.9,94,84,56,84,1
4433,111,0.3,25,68,84,97,1
4434,124,0.1,20,15,87,46,0
4435,68,0.3,69,46,6,69,0
4436,77,0.7,28,120,28,54,1
4437,29,0.3,24,84,52,29,0
4438,70,0.0,97,76,53,9,1
4439,88,0.9,47,129,13,69,1
4440,47,0.8,60,111,85,27,1
4441,69,0.5,77,55,74,22,1
4442,124,0.4,122,108,91,47,1
4443,25,0.3,96,73,60,24,0
4444,82,0.4,38,127,75,51,1
4445,63,0.2,97,106,27,22,1
4446,104,0.1,97,116,20,36,0
4447,68,0.4,20,26,69,71,0
